scene,view,lpips,psnr,ssim,avg_sigma,u_hist
Materials,31,0.1651748568,20.3771019,0.8408266306,0.089723,"[0.00015644784434698522, 0.0003471186792012304, 0.00088979717111215, 0.001921375165693462, 0.0035640776623040438, 0.0076952786184847355, 0.043023157864809036, 0.13045306503772736, 0.20693162083625793, 0.1556851714849472, 0.12526094913482666, 0.10753345489501953, 0.05094822123646736, 0.015053216367959976, 0.006913039367645979, 0.00550500862300396, 0.004566321615129709, 0.004004087299108505, 0.0035689666401594877, 0.0028942853678017855, 0.12308534979820251]"
Materials,38,0.1919143647,18.5008812,0.8219311833,0.093936,"[0.00022947204706724733, 0.0005261066253297031, 0.0012704916298389435, 0.0019980857614427805, 0.0035931963939219713, 0.010275870561599731, 0.02514118142426014, 0.1301274448633194, 0.211226224899292, 0.158772274851799, 0.1319408267736435, 0.10170648992061615, 0.040353499352931976, 0.008764713071286678, 0.006106195040047169, 0.005003610160201788, 0.004001768771559, 0.0035148400347679853, 0.003414096310734749, 0.002927167806774378, 0.1491064578294754]"
Materials,41,0.1855445802,18.92581367,0.827725172,0.116231,"[0.0043568997643888, 0.0026493745390325785, 0.006010218057781458, 0.044287241995334625, 0.027930235490202904, 0.19110053777694702, 0.14642706513404846, 0.11369272321462631, 0.17218224704265594, 0.04495805874466896, 0.010793998837471008, 0.006694583222270012, 0.005210662726312876, 0.00419427827000618, 0.0035708961077034473, 0.003055928274989128, 0.002988169202581048, 0.0028865309432148933, 0.0026561503764241934, 0.0023647870402783155, 0.20198939740657806]"
Materials,47,0.1744899005,19.02391434,0.8323611021,0.078317,"[0.00019532717124093324, 0.0006010066717863083, 0.001126887509599328, 0.00234392611309886, 0.00446247449144721, 0.01756441965699196, 0.08387549221515656, 0.11233315616846085, 0.12303608655929565, 0.14358049631118774, 0.1544487029314041, 0.14324994385242462, 0.03241930156946182, 0.012070217169821262, 0.008158666081726551, 0.006395712960511446, 0.005078506655991077, 0.004357298370450735, 0.003736258251592517, 0.0033305787947028875, 0.13763554394245148]"
Materials,49,0.1798215508,19.02236366,0.8310623765,0.078464,"[9.09371956367977e-05, 0.00021824927534908056, 0.0005819980870001018, 0.002023352775722742, 0.02153392881155014, 0.04871051013469696, 0.0625738874077797, 0.08965043723583221, 0.10646927356719971, 0.18216539919376373, 0.17041631042957306, 0.10573267936706543, 0.04821035638451576, 0.007402287796139717, 0.0044604698196053505, 0.0034738010726869106, 0.002728116000071168, 0.0025098666083067656, 0.0021233835723251104, 0.0020324464421719313, 0.13689231872558594]"
Materials,53,0.1669471711,19.33387947,0.8413323164,0.097323,"[0.00025110392016358674, 0.0003505979257170111, 0.0020183068700134754, 0.008404874242842197, 0.08501052111387253, 0.16671878099441528, 0.16580912470817566, 0.08815642446279526, 0.20227131247520447, 0.0342685766518116, 0.014530861750245094, 0.012943696230649948, 0.00831011775881052, 0.00731517793610692, 0.006812970153987408, 0.006974055897444487, 0.006178103853017092, 0.0072535863146185875, 0.031800176948308945, 0.0017861542291939259, 0.14283548295497894]"
Materials,54,0.1788760275,18.49586296,0.8283125162,0.08282,"[0.03245961293578148, 0.005751021206378937, 0.008000831119716167, 0.06903032213449478, 0.03266290947794914, 0.11291517317295074, 0.0961906835436821, 0.15530918538570404, 0.07934872806072235, 0.16607484221458435, 0.040776681154966354, 0.01184086874127388, 0.008380317129194736, 0.006681665312498808, 0.0055567603558301926, 0.0043189129792153835, 0.003885214449837804, 0.003550905268639326, 0.0030404061544686556, 0.0026564025320112705, 0.15156854689121246]"
Materials,70,0.198979795,18.334198,0.8111564517,0.089484,"[0.0003258154320064932, 0.0007385149947367609, 0.0010064076632261276, 0.0015711544547230005, 0.0060022445395588875, 0.015277124010026455, 0.0738949403166771, 0.1157224029302597, 0.10432610660791397, 0.18895123898983002, 0.16556492447853088, 0.10038735717535019, 0.03620895743370056, 0.012909531593322754, 0.00867393147200346, 0.0063353003934025764, 0.00531441206112504, 0.004373167175799608, 0.003743257373571396, 0.0033667595125734806, 0.14530645310878754]"
Materials,79,0.1739755273,19.20429802,0.8369685411,0.082464,"[0.004907756578177214, 0.005489555653184652, 0.006512396037578583, 0.011931573040783405, 0.031201321631669998, 0.044592082500457764, 0.13298331201076508, 0.09694461524486542, 0.15961000323295593, 0.11537451297044754, 0.16290374100208282, 0.04320327192544937, 0.014512133784592152, 0.007464857306331396, 0.00500628724694252, 0.0040397499687969685, 0.003392264014109969, 0.002796389162540436, 0.00240695895627141, 0.002345964079722762, 0.14238125085830688]"
Materials,89,0.1952026337,18.32404709,0.8225531578,0.101171,"[0.00026575717492960393, 0.0007579001248814166, 0.002199878916144371, 0.0053742011077702045, 0.01113719493150711, 0.017348038032650948, 0.046797871589660645, 0.11304031312465668, 0.16530096530914307, 0.19334819912910461, 0.14725901186466217, 0.05884061008691788, 0.011068294756114483, 0.00843040831387043, 0.006604558322578669, 0.005580900702625513, 0.0048722149804234505, 0.004498186521232128, 0.0038239506538957357, 0.003494214965030551, 0.18995733559131622]"
Materials,91,0.1641114801,20.6484127,0.8435914516,0.100329,"[0.0001313528191531077, 0.0001806101354304701, 0.00038311240496113896, 0.002265836112201214, 0.06881793588399887, 0.007684140466153622, 0.07552787661552429, 0.10485786199569702, 0.17936228215694427, 0.12583599984645844, 0.15357334911823273, 0.06193285807967186, 0.03768184036016464, 0.008154821582138538, 0.006058649159967899, 0.004608294926583767, 0.0038694352842867374, 0.003250982379540801, 0.0030320610385388136, 0.0024957037530839443, 0.15029498934745789]"
Materials,93,0.1929392964,18.62276459,0.8219692707,0.149292,"[0.0037655490450561047, 0.15510092675685883, 0.43893855810165405, 0.07866886258125305, 0.029185686260461807, 0.021493667736649513, 0.019026214256882668, 0.015292849391698837, 0.00965525396168232, 0.009006205946207047, 0.0074667297303676605, 0.006517296191304922, 0.006082809995859861, 0.0044736010022461414, 0.004554061219096184, 0.0038513734471052885, 0.003078953130170703, 0.002553278114646673, 0.0023869932629168034, 0.00241381349042058, 0.17648731172084808]"
Materials,97,0.1941265762,18.73338509,0.8230586052,0.089766,"[0.00018420955166220665, 0.0004953190218657255, 0.0016824472695589066, 0.007335633970797062, 0.07244757562875748, 0.11174970120191574, 0.165485680103302, 0.11805785447359085, 0.23891979455947876, 0.030062999576330185, 0.00990638043731451, 0.008039724081754684, 0.00685259560123086, 0.005861957557499409, 0.004990032408386469, 0.004429216496646404, 0.004367813467979431, 0.003630975028499961, 0.003479513805359602, 0.0036432556807994843, 0.1983773112297058]"
Materials,98,0.1905714422,18.68646049,0.8256686926,0.103181,"[0.0011759959161281586, 0.0019657157827168703, 0.0035623235162347555, 0.048104241490364075, 0.015210691839456558, 0.1399950236082077, 0.11739358305931091, 0.17709468305110931, 0.06778715550899506, 0.17017605900764465, 0.027803290635347366, 0.009476639330387115, 0.006601028144359589, 0.005167515017092228, 0.004008687101304531, 0.0038455924950540066, 0.0031932152342051268, 0.0030043693259358406, 0.002437830902636051, 0.002626677043735981, 0.18936967849731445]"
Mic,3,0.05132018775,26.78909111,0.9556621909,0.094188,"[7.81970884418115e-05, 9.383650467498228e-05, 9.383650467498228e-05, 0.00029714894481003284, 0.0005317401955835521, 0.002283354988321662, 0.011057068593800068, 0.13398289680480957, 0.2940366864204407, 0.1126038059592247, 0.0844997763633728, 0.12730485200881958, 0.0648253858089447, 0.01714080199599266, 0.0031748018227517605, 0.0025648644659668207, 0.0018141724867746234, 0.0015952206449583173, 0.0012980717001482844, 0.0012980717001482844, 0.13942541182041168]"
Mic,5,0.04853027314,26.2916832,0.955686152,0.116881,"[0.0002280675107613206, 0.00036744208773598075, 0.0020906187128275633, 0.01667426899075508, 0.07369114458560944, 0.1540469378232956, 0.10204754024744034, 0.1345851719379425, 0.1581774801015854, 0.10714104771614075, 0.03372865170240402, 0.00712077459320426, 0.004358623642474413, 0.0034716941881924868, 0.002914195880293846, 0.002584765199571848, 0.001976585015654564, 0.0018878921400755644, 0.0017231766832992435, 0.0015838021645322442, 0.1896001249551773]"
Mic,10,0.04958209768,27.60349464,0.9566741586,0.097639,"[0.0003708365256898105, 0.000539398577529937, 0.0008203353499993682, 0.001809232751838863, 0.011012720875442028, 0.039061445742845535, 0.17683282494544983, 0.26433899998664856, 0.1381085067987442, 0.08877601474523544, 0.03231896460056305, 0.012439879588782787, 0.00536027317866683, 0.004427563399076462, 0.00392187712714076, 0.0032476289197802544, 0.0032588662579655647, 0.0030565918423235416, 0.0028655549976974726, 0.002831842517480254, 0.20460061728954315]"
Mic,15,0.05615882576,25.62005615,0.9506864548,0.070322,"[0.0025187120772898197, 0.0021504098549485207, 0.002328620757907629, 0.002827610820531845, 0.007330402731895447, 0.016953783109784126, 0.04038256034255028, 0.08592134714126587, 0.17691576480865479, 0.16264702379703522, 0.14317452907562256, 0.13573719561100006, 0.06605678796768188, 0.016597362235188484, 0.009872876107692719, 0.0037899489980190992, 0.0027800879906862974, 0.0021979326847940683, 0.0015444932505488396, 0.0014613282401114702, 0.11681121587753296]"
Mic,22,0.05330345035,26.10637093,0.9528081417,0.122055,"[3.9331367588602006e-05, 0.00017043591651599854, 0.0003277614014223218, 0.0010488363914191723, 0.006057030521333218, 0.2826352119445801, 0.192972794175148, 0.1485152393579483, 0.1057620421051979, 0.012690921314060688, 0.0033300556242465973, 0.003172730328515172, 0.002530317986384034, 0.0022156669292598963, 0.0018616847228258848, 0.0022025564685463905, 0.0016781382728368044, 0.001376597792841494, 0.0010226155864074826, 0.0007341855089180171, 0.22965584695339203]"
Mic,23,0.04610649124,26.97981834,0.9589236975,0.087141,"[0.00014396084588952363, 0.0006358270766213536, 0.0014516051160171628, 0.017563221976161003, 0.04520370438694954, 0.06961706280708313, 0.10539133101701736, 0.12275061011314392, 0.15893277525901794, 0.14520850777626038, 0.10229617357254028, 0.06297086924314499, 0.010233216919004917, 0.004594750236719847, 0.003035174449905753, 0.0022313930094242096, 0.001967464806511998, 0.0014755986630916595, 0.0016075627645477653, 0.0014396084006875753, 0.14124958217144012]"
Mic,31,0.04890106246,26.39192772,0.9545826316,0.049446,"[0.02192114293575287, 0.10598117113113403, 0.12023860216140747, 0.10820136964321136, 0.10887010395526886, 0.09953456372022629, 0.09233897179365158, 0.10392146557569504, 0.05125187337398529, 0.017199872061610222, 0.010579392313957214, 0.007957950234413147, 0.005670875310897827, 0.0043601542711257935, 0.003972287755459547, 0.0033303017262369394, 0.00246094586327672, 0.002287074690684676, 0.0019928312394768, 0.0017253370024263859, 0.1262037307024002]"
Mic,38,0.05271125585,26.17413521,0.952476263,0.067551,"[3.500828461255878e-05, 8.168599742930382e-05, 0.0003500828461255878, 0.0012486288323998451, 0.0370737724006176, 0.034028053283691406, 0.05237239599227905, 0.12118701636791229, 0.21206852793693542, 0.13019581139087677, 0.11966998875141144, 0.10502485930919647, 0.04155483469367027, 0.011342684738337994, 0.006569887977093458, 0.004072630312293768, 0.0030807291623204947, 0.0026606295723468065, 0.0018437696853652596, 0.0017970920307561755, 0.1137419193983078]"
Mic,41,0.05248779058,26.20175743,0.9531263709,0.0523,"[0.015404464676976204, 0.040843985974788666, 0.08150552213191986, 0.10190144926309586, 0.11640666425228119, 0.1027485653758049, 0.10165382921695709, 0.11539012938737869, 0.11085480451583862, 0.04135225713253021, 0.014635545201599598, 0.008666640147566795, 0.005551862996071577, 0.004561389796435833, 0.0032060053199529648, 0.0028410942759364843, 0.00211127195507288, 0.001863653538748622, 0.0016421002801507711, 0.001303254277445376, 0.12555551528930664]"
Mic,47,0.05711456016,26.50020409,0.9507787824,0.052669,"[0.01213037222623825, 0.06824813038110733, 0.11201208829879761, 0.12611381709575653, 0.11537652462720871, 0.09300827980041504, 0.09925089031457901, 0.10038112848997116, 0.0737416222691536, 0.021054014563560486, 0.0126954922452569, 0.00813510362058878, 0.005966618657112122, 0.004415823146700859, 0.003627283498644829, 0.0032461558002978563, 0.002589039271697402, 0.002260481007397175, 0.0018267841078341007, 0.001616506720893085, 0.132303848862648]"
Mic,49,0.04876640067,27.54731941,0.9562760592,0.090886,"[4.630165494745597e-05, 5.787707050330937e-05, 0.00043986571836285293, 0.0008797314367257059, 0.009514990262687206, 0.040699154138565063, 0.05030674859881401, 0.08627156168222427, 0.21828915178775787, 0.15629123151302338, 0.11793031543493271, 0.09899293631315231, 0.05519157275557518, 0.01630975864827633, 0.02153027057647705, 0.00563722662627697, 0.0027780993841588497, 0.0019215187057852745, 0.0015511054079979658, 0.001284870901145041, 0.11407570540904999]"
Mic,53,0.05341018736,25.97463989,0.9517021179,0.092537,"[6.242118979571387e-05, 0.00019974782480858266, 0.000474401080282405, 0.0010237075621262193, 0.022758767008781433, 0.04132283106446266, 0.057327624410390854, 0.08434351533651352, 0.21383003890514374, 0.14999812841415405, 0.11655285209417343, 0.09429345279932022, 0.08028613775968552, 0.009775158949196339, 0.004519294481724501, 0.0024094581604003906, 0.0017228248761966825, 0.0014606559416279197, 0.0013732662191614509, 0.0014232031535357237, 0.11484251171350479]"
Mic,54,0.04795143008,26.14487648,0.9560751915,0.122719,"[0.0002976448740810156, 0.0006448972271755338, 0.001327000092715025, 0.0036089441273361444, 0.03792491927742958, 0.0788014829158783, 0.17897139489650726, 0.13162104785442352, 0.15963687002658844, 0.12220802903175354, 0.06131484732031822, 0.009313804097473621, 0.004911140538752079, 0.003981000278145075, 0.0026415984611958265, 0.0025299815461039543, 0.0021207197569310665, 0.001984299160540104, 0.0016990562435239553, 0.001823074882850051, 0.19263824820518494]"
Mic,70,0.05213256553,26.07190704,0.9529536366,0.112576,"[0.0001589749299455434, 0.00017487241711933166, 0.00038153983769007027, 0.0007312846719287336, 0.0018282117089256644, 0.008330286480486393, 0.1535697877407074, 0.28009793162345886, 0.07312846928834915, 0.0777069479227066, 0.19779661297798157, 0.025292910635471344, 0.0045148879289627075, 0.003465653397142887, 0.002464111428707838, 0.002241546520963311, 0.001907699159346521, 0.0018918017158284783, 0.0014466719003394246, 0.0015420567942783237, 0.1613277643918991]"
Mic,79,0.05503051728,25.93909454,0.9518854022,0.046812,"[0.08117712289094925, 0.10545729845762253, 0.08689248561859131, 0.09233762323856354, 0.09809352457523346, 0.11353717744350433, 0.10278201848268509, 0.09132426232099533, 0.04027779772877693, 0.024604450911283493, 0.009876910597085953, 0.0071340748108923435, 0.005296510178595781, 0.005026279948651791, 0.003864290425553918, 0.0033913878723978996, 0.002351001836359501, 0.002351001836359501, 0.0018916106782853603, 0.00166191509924829, 0.12067124992609024]"
Mic,89,0.05067764223,26.29379272,0.9546242952,0.086976,"[0.00014347716933116317, 0.0004065186367370188, 0.0013630330795422196, 0.019166158512234688, 0.049093104898929596, 0.06701579689979553, 0.10332747548818588, 0.12906967103481293, 0.1538194864988327, 0.14408694207668304, 0.10298074036836624, 0.06274735182523727, 0.010019488632678986, 0.004232576582580805, 0.0029293254483491182, 0.0020804188679903746, 0.0017815082101151347, 0.0013989023864269257, 0.001482597435824573, 0.0012315124040469527, 0.14162392914295197]"
Mic,91,0.05277854949,26.12518311,0.9526176453,0.069305,"[0.00016318538109771907, 0.02453608810901642, 0.0351547934114933, 0.04392017796635628, 0.09427452087402344, 0.12483681738376617, 0.1434049755334854, 0.1304783672094345, 0.10016085207462311, 0.09525363892316818, 0.038127098232507706, 0.008625512942671776, 0.005466710310429335, 0.003986385650932789, 0.003356956411153078, 0.002424468519166112, 0.002272939309477806, 0.002028161194175482, 0.0016668221214786172, 0.0015036367112770677, 0.13835789263248444]"
Mic,93,0.05033905059,26.74485207,0.9549209476,0.133258,"[0.00023389351554214954, 0.0004560923553071916, 0.0006665965192951262, 0.0014033610932528973, 0.005227520130574703, 0.01975230686366558, 0.0437614768743515, 0.12700417637825012, 0.17858938872814178, 0.15484920144081116, 0.15369142591953278, 0.08250593394041061, 0.03258136659860611, 0.017483539879322052, 0.006233261898159981, 0.002514355117455125, 0.0017775907181203365, 0.001859453390352428, 0.0014033610932528973, 0.001005742116831243, 0.1669999659061432]"
Mic,97,0.04941211641,26.1367836,0.9553823471,0.075466,"[0.00029821073985658586, 0.000633697840385139, 0.0008697813027538359, 0.002534791361540556, 0.012711232528090477, 0.018277833238244057, 0.0575173944234848, 0.10969185084104538, 0.1558399647474289, 0.14777584373950958, 0.14536531269550323, 0.13214462995529175, 0.051739562302827835, 0.028640655800700188, 0.012089960277080536, 0.007132206577807665, 0.0028702784329652786, 0.0020626243203878403, 0.001627733581699431, 0.001751988078467548, 0.10842445492744446]"
Mic,98,0.06054115295,25.71274757,0.9471266866,0.044735,"[0.07400505244731903, 0.1438641995191574, 0.09815122187137604, 0.09126389026641846, 0.10815811157226562, 0.10468743741512299, 0.10476846247911453, 0.04975084215402603, 0.03322124481201172, 0.03145214542746544, 0.010033896192908287, 0.007022377103567123, 0.0053613148629665375, 0.0040108575485646725, 0.0032410970889031887, 0.003214088035747409, 0.0024173182900995016, 0.0022687679156661034, 0.0019041445339098573, 0.0016880714101716876, 0.11951545625925064]"
Ship,3,0.3171624541,17.03715134,0.6816332936,0.046904,"[0.0006091246614232659, 0.0019990364089608192, 0.008018296211957932, 0.03101552091538906, 0.050258323550224304, 0.0776495561003685, 0.09971371293067932, 0.1173340305685997, 0.14902235567569733, 0.1487731635570526, 0.09221040457487106, 0.04059262201189995, 0.023833388462662697, 0.01683122292160988, 0.012766699306666851, 0.010587694123387337, 0.009175633080303669, 0.00781340803951025, 0.0066117714159190655, 0.005786684341728687, 0.0893973559141159]"
Ship,5,0.3176006973,17.03236961,0.6836785674,0.072633,"[0.00010673772339941934, 0.001188837457448244, 0.004935699515044689, 0.013658748008310795, 0.048687126487493515, 0.1253064125776291, 0.14062143862247467, 0.14985977113246918, 0.1538274735212326, 0.09587256610393524, 0.04659285768866539, 0.02587837725877762, 0.017670614644885063, 0.013356938026845455, 0.009823551401495934, 0.007607823703438044, 0.006028841249644756, 0.0049283383414149284, 0.004287912044674158, 0.003389843041077256, 0.12637010216712952]"
Ship,10,0.3024401665,17.86586571,0.7001904845,0.079485,"[0.00020670222875196487, 0.001000873977318406, 0.003372509963810444, 0.00992533378303051, 0.026069864630699158, 0.07411544024944305, 0.11509325355291367, 0.15221624076366425, 0.15355436503887177, 0.1432192623615265, 0.07986684143543243, 0.03217301890254021, 0.017141779884696007, 0.010458407923579216, 0.007967101410031319, 0.006019749213010073, 0.004699755925685167, 0.003967232070863247, 0.0033797628711909056, 0.002846688497811556, 0.15270580351352692]"
Ship,15,0.3144256473,17.10685539,0.6857088804,0.062625,"[7.367115904344246e-05, 0.00044509657891467214, 0.001989121316000819, 0.0064769224263727665, 0.03391328826546669, 0.05706445127725601, 0.09369129687547684, 0.12784402072429657, 0.13528479635715485, 0.1449909806251526, 0.14399641752243042, 0.07207494974136353, 0.026190096512436867, 0.017107056453824043, 0.012370615266263485, 0.009417629800736904, 0.007345628459006548, 0.0058537875302135944, 0.004788625054061413, 0.003926058765500784, 0.0951555073261261]"
Ship,22,0.321144402,16.89464378,0.6782287359,0.034181,"[0.011838359758257866, 0.029899824410676956, 0.05323914811015129, 0.07592777907848358, 0.09331177175045013, 0.10340690612792969, 0.12408989667892456, 0.13354773819446564, 0.11319678276777267, 0.05124421790242195, 0.031723376363515854, 0.02274753898382187, 0.016192391514778137, 0.012968373484909534, 0.010716380551457405, 0.009187381714582443, 0.007837791927158833, 0.006946099456399679, 0.006174905691295862, 0.0054894001223146915, 0.08031394332647324]"
Ship,23,0.3070165813,17.55799103,0.6944517493,0.076589,"[0.00015532717225141823, 0.0008764890371821821, 0.0032655687537044287, 0.010251592844724655, 0.03521488606929779, 0.0897088348865509, 0.1264732927083969, 0.15441370010375977, 0.15539373457431793, 0.1288919597864151, 0.06118041276931763, 0.029264377430081367, 0.016534946858882904, 0.011638442985713482, 0.008927613496780396, 0.0068787746131420135, 0.005218253005295992, 0.00447859987616539, 0.00365388672798872, 0.0031768104527145624, 0.14440248906612396]"
Ship,31,0.294935286,18.10588646,0.7025155425,0.082788,"[6.031302473274991e-05, 0.0002513042709324509, 0.0011258431477472186, 0.0042453669011592865, 0.014488528482615948, 0.03599347174167633, 0.06832795590162277, 0.14019428193569183, 0.13625046610832214, 0.1470264047384262, 0.1556243598461151, 0.09365607798099518, 0.02149154059588909, 0.012712645344436169, 0.009221191518008709, 0.007227510679513216, 0.005723035894334316, 0.004848496988415718, 0.004020868334919214, 0.003551766974851489, 0.1339585781097412]"
Ship,38,0.2883630395,18.65263939,0.710883081,0.098849,"[0.0006243782117962837, 0.0012875933898612857, 0.003026292659342289, 0.005296758841723204, 0.015615430660545826, 0.028673600405454636, 0.05991043522953987, 0.0905408188700676, 0.14815689623355865, 0.1867159754037857, 0.1605757474899292, 0.05948024243116379, 0.017500516027212143, 0.012747473083436489, 0.008935480378568172, 0.0065694148652255535, 0.005237009841948748, 0.004018127918243408, 0.00311292870901525, 0.0027215720620006323, 0.17925330996513367]"
Ship,41,0.2969909608,18.40296745,0.7023647428,0.082647,"[0.0002515988308005035, 0.0013361938763409853, 0.0047905780375003815, 0.01897871308028698, 0.0407148115336895, 0.11309707909822464, 0.15283270180225372, 0.15701808035373688, 0.13894376158714294, 0.10715730488300323, 0.0334184467792511, 0.01700672134757042, 0.01028155256062746, 0.007201166823506355, 0.005528374575078487, 0.004596778657287359, 0.003984781447798014, 0.0031347856856882572, 0.0029001866932958364, 0.002478588605299592, 0.17434780299663544]"
Ship,47,0.3190625012,16.95080948,0.6821708679,0.03731,"[0.009710823185741901, 0.026087937876582146, 0.04618614539504051, 0.07287278771400452, 0.09362608194351196, 0.10529141873121262, 0.1242271214723587, 0.14055322110652924, 0.11349339783191681, 0.05157448351383209, 0.03224411979317665, 0.022127896547317505, 0.016616059467196465, 0.01306410413235426, 0.010833058506250381, 0.009077216498553753, 0.0078100040555000305, 0.007015311159193516, 0.006005836650729179, 0.005248731002211571, 0.0863342359662056]"
Ship,49,0.3174780309,17.02772331,0.6815283298,0.038853,"[0.010995516553521156, 0.04899544268846512, 0.08352125436067581, 0.1024525985121727, 0.11278612166643143, 0.11496584862470627, 0.11369030922651291, 0.11335662007331848, 0.06858877092599869, 0.03603816777467728, 0.025594312697649002, 0.0195126011967659, 0.01501859538257122, 0.012217240408062935, 0.010129007510840893, 0.00850093923509121, 0.007354563567787409, 0.006315829232335091, 0.005468157120049, 0.0049918461591005325, 0.07950624823570251]"
Ship,53,0.3183514476,17.04299927,0.6824675798,0.05165,"[0.0002319620834896341, 0.003516659839078784, 0.019470496103167534, 0.08480934798717499, 0.12066324055194855, 0.11645928770303726, 0.11842093616724014, 0.12116438895463943, 0.12070047110319138, 0.08061398565769196, 0.0330989845097065, 0.02259768918156624, 0.016916049644351006, 0.013264794833958149, 0.01092226430773735, 0.008714328519999981, 0.00766047602519393, 0.006437663920223713, 0.005337991751730442, 0.004636378027498722, 0.08436260372400284]"
Ship,54,0.3241705298,16.74266624,0.6725256443,0.044641,"[0.0001315380650339648, 0.0014944963622838259, 0.011958769522607327, 0.03725605830550194, 0.06307390332221985, 0.08063843846321106, 0.09935042262077332, 0.11850181221961975, 0.13931001722812653, 0.14484860002994537, 0.09164005517959595, 0.03906121104955673, 0.02280646190047264, 0.01617918349802494, 0.011740472167730331, 0.009795388206839561, 0.008314885199069977, 0.007245788816362619, 0.006165497470647097, 0.005443437024950981, 0.08504356443881989]"
Ship,70,0.314743638,17.14722443,0.6828721762,0.039081,"[0.0014154021628201008, 0.024943284690380096, 0.05544647201895714, 0.08586490899324417, 0.11106245219707489, 0.12112847715616226, 0.1175292357802391, 0.1133282259106636, 0.10812994837760925, 0.06698722392320633, 0.030729200690984726, 0.021490946412086487, 0.01526713278144598, 0.012182064354419708, 0.00970722921192646, 0.008209897205233574, 0.0070798359811306, 0.006119283847510815, 0.005449722055345774, 0.00491294264793396, 0.07301610708236694]"
Ship,79,0.3065387011,17.25103569,0.6908131242,0.06532,"[4.46985759481322e-05, 0.0005604514153674245, 0.0027506817132234573, 0.012106437236070633, 0.03945165127515793, 0.06911775469779968, 0.10552646219730377, 0.153549924492836, 0.12761099636554718, 0.1334458887577057, 0.12389757484197617, 0.05536778271198273, 0.023473629727959633, 0.015696076676249504, 0.011717903427779675, 0.008843441493809223, 0.006900772452354431, 0.006030869670212269, 0.0049615418538451195, 0.00429106317460537, 0.0946543961763382]"
Ship,89,0.3184063733,17.09551048,0.6837174892,0.065699,"[0.00014085310976952314, 0.0007537545170634985, 0.0022993318270891905, 0.006719074212014675, 0.01985648274421692, 0.061373889446258545, 0.10438358038663864, 0.1229381188750267, 0.15733292698860168, 0.14589336514472961, 0.12261834740638733, 0.06996592879295349, 0.029407845810055733, 0.014778156764805317, 0.009676989167928696, 0.0070274281315505505, 0.00550469197332859, 0.004149456508457661, 0.0034832593519240618, 0.0028056418523192406, 0.10889087617397308]"
Ship,91,0.3114739954,17.3770752,0.6843006015,0.03859,"[0.0017243461916223168, 0.017993299290537834, 0.06718771159648895, 0.1005849838256836, 0.11674722284078598, 0.1223190501332283, 0.1272309124469757, 0.10464309900999069, 0.09530522674322128, 0.05247460678219795, 0.030409153550863266, 0.022335056215524673, 0.017322096973657608, 0.013659967109560966, 0.01101727969944477, 0.009225532412528992, 0.007989845238626003, 0.006495785899460316, 0.005670121870934963, 0.00497083505615592, 0.0646938756108284]"
Ship,93,0.3164105117,16.72333717,0.682954669,0.071236,"[0.00010953548189718276, 0.00037073547719046474, 0.0013691935455426574, 0.007486328948289156, 0.018052291125059128, 0.023259438574314117, 0.08052121847867966, 0.1198655217885971, 0.16931237280368805, 0.1451892852783203, 0.1407867968082428, 0.09114616364240646, 0.03635314106941223, 0.015549826435744762, 0.010363741777837276, 0.007359941955655813, 0.005582096986472607, 0.004815348424017429, 0.003943277522921562, 0.0033534709364175797, 0.11521026492118835]"
Ship,97,0.3168853819,16.99361229,0.6798396707,0.036526,"[0.013370951637625694, 0.04683755338191986, 0.07970363646745682, 0.10414355993270874, 0.11029750108718872, 0.112115278840065, 0.11522065103054047, 0.11631888896226883, 0.07122878730297089, 0.03640155494213104, 0.02631450816988945, 0.020063189789652824, 0.015643173828721046, 0.012656823731958866, 0.010763304308056831, 0.009183568879961967, 0.007920321077108383, 0.0068626548163592815, 0.006094427313655615, 0.005458745639771223, 0.07340092211961746]"
Ship,98,0.3268792629,16.54141235,0.6737408042,0.033899,"[0.013607755303382874, 0.03640778735280037, 0.06190173700451851, 0.08362845331430435, 0.09718307107686996, 0.10961124300956726, 0.1291833519935608, 0.12972000241279602, 0.08988238871097565, 0.04376957565546036, 0.0291044432669878, 0.02073575370013714, 0.015852689743041992, 0.012675244361162186, 0.010563146322965622, 0.00896645337343216, 0.007906419225037098, 0.006609936710447073, 0.006094531621783972, 0.004928228445351124, 0.08166778832674026]"
